investor_id,performance,date
300,0.5167,2022-08-09
829,1.4149,2022-08-22
839,1.4457,2022-08-31
400,-0.2582,2022-08-09
548,0.9625,2022-08-28
979,1.0089,2022-08-04
704,-0.0724,2022-08-10
981,-0.2563,2022-08-12
669,0.3641,2022-08-16
689,0.7979,2022-08-09
435,0.8774,2022-08-18
639,0.5519,2022-08-19
678,-0.2855,2022-08-03
516,0.9422,2022-08-13
478,0.0978,2022-08-02
424,0.9669,2022-08-04
579,0.9576,2022-08-31
607,0.5493,2022-08-04
446,1.2342,2022-08-12
823,1.3892,2022-08-25
575,-0.241,2022-08-04
192,0.3137,2022-08-28
225,-0.3654,2022-08-29
635,-0.2902,2022-08-12
146,1.3853,2022-08-04
518,0.3032,2022-08-04
500,0.8131,2022-08-30
385,0.2118,2022-08-16
209,0.0873,2022-08-11
586,1.3339,2022-08-23
172,1.3559,2022-08-09
166,-0.2698,2022-08-26
555,1.1846,2022-08-25
351,1.2335,2022-08-23
534,-0.2578,2022-08-10
484,0.9704,2022-08-04
567,-0.3962,2022-08-22
269,1.2681,2022-08-22
807,1.1927,2022-08-22
365,0.5449,2022-08-19
727,1.2664,2022-08-21
630,0.5146,2022-08-14
510,0.4019,2022-08-10
602,0.0238,2022-08-19
191,-0.397,2022-08-29
925,0.9339,2022-08-11
384,1.0944,2022-08-26
245,1.4861,2022-08-23
564,0.0741,2022-08-24
104,0.6132,2022-08-01
330,-0.0997,2022-08-01
967,0.6791,2022-08-30
317,-0.4329,2022-08-06
420,0.047,2022-08-24
385,0.408,2022-08-27
187,1.3591,2022-08-21
281,0.2512,2022-08-11
432,0.6463,2022-08-07
279,0.5047,2022-08-11
834,1.4326,2022-08-04
281,1.4233,2022-08-01
401,1.411,2022-08-13
749,1.3217,2022-08-23
589,0.7677,2022-08-27
402,0.5087,2022-08-12
298,1.1143,2022-08-25
744,-0.3466,2022-08-05
715,0.7675,2022-08-17
992,0.0515,2022-08-30
498,0.268,2022-08-08
822,0.8842,2022-08-10
863,-0.1358,2022-08-28
903,0.2246,2022-08-24
726,1.1531,2022-08-13
877,0.4649,2022-08-03
154,1.4992,2022-08-23
964,-0.2453,2022-08-29
409,-0.2137,2022-08-10
825,1.4318,2022-08-09
775,0.8862,2022-08-05
168,-0.0562,2022-08-26
887,1.4383,2022-08-12
455,-0.3131,2022-08-31
363,0.2292,2022-08-12
801,0.2386,2022-08-08
404,1.2869,2022-08-27
728,0.1238,2022-08-04
659,0.3661,2022-08-28
522,0.9958,2022-08-14
733,0.1277,2022-08-11
526,0.8475,2022-08-30
503,0.3167,2022-08-27
469,0.1213,2022-08-29
350,1.3373,2022-08-16
477,0.6909,2022-08-13
326,1.3405,2022-08-11
767,-0.0672,2022-08-23
905,1.1378,2022-08-31
418,0.7811,2022-08-14
786,1.2858,2022-08-31
685,0.9703,2022-08-14
889,-0.4658,2022-08-31
373,1.3819,2022-08-04
251,1.1648,2022-08-03
538,0.0779,2022-08-06
690,0.7224,2022-08-16
492,0.4255,2022-08-03
826,0.1886,2022-08-09
449,-0.1897,2022-08-30
280,-0.3928,2022-08-22
482,0.9614,2022-08-16
916,0.576,2022-08-30
129,0.1763,2022-08-08
711,0.8285,2022-08-16
457,1.0711,2022-08-27
852,1.3472,2022-08-01
535,1.2887,2022-08-17
730,0.5822,2022-08-26
243,0.6845,2022-08-13
138,0.2491,2022-08-11
276,0.5139,2022-08-28
430,0.3056,2022-08-02
928,0.9998,2022-08-28
813,0.3777,2022-08-14
204,-0.4386,2022-08-30
414,0.7601,2022-08-19
629,0.703,2022-08-15
444,0.457,2022-08-21
643,1.1013,2022-08-16
521,1.1371,2022-08-26
367,-0.0484,2022-08-05
368,-0.0611,2022-08-05
500,0.2951,2022-08-27
813,1.4156,2022-08-27
357,1.362,2022-08-05
892,0.1503,2022-08-27
214,1.458,2022-08-22
490,0.8532,2022-08-20
915,0.0423,2022-08-06
730,1.2753,2022-08-19
455,0.6317,2022-08-24
940,0.2093,2022-08-10
349,1.4068,2022-08-24
751,0.3903,2022-08-02
432,-0.2781,2022-08-20
467,-0.4483,2022-08-18
568,1.4246,2022-08-31
237,0.3448,2022-08-18
291,1.0805,2022-08-05
387,-0.1658,2022-08-18
912,0.2735,2022-08-22
784,1.1034,2022-08-05
994,0.548,2022-08-18
980,0.8443,2022-08-22
762,1.4711,2022-08-10
535,0.2427,2022-08-25
682,-0.1665,2022-08-11
457,1.1536,2022-08-16
781,0.1333,2022-08-19
136,0.5083,2022-08-25
142,1.448,2022-08-18
303,1.4425,2022-08-19
637,-0.3509,2022-08-02
406,0.844,2022-08-09
977,0.1048,2022-08-14
253,1.2927,2022-08-26
295,0.8449,2022-08-02
569,1.0196,2022-08-03
183,0.7962,2022-08-17
584,-0.0622,2022-08-19
292,0.6634,2022-08-05
629,0.6577,2022-08-20
299,0.1256,2022-08-02
812,0.4761,2022-08-17
892,0.4181,2022-08-20
625,1.0142,2022-08-18
951,1.4571,2022-08-05
840,-0.1247,2022-08-08
745,1.2805,2022-08-04
740,0.7402,2022-08-07
186,0.1773,2022-08-07
800,0.2011,2022-08-03
478,0.3722,2022-08-05
752,0.0173,2022-08-20
504,0.5155,2022-08-26
750,0.4134,2022-08-06
621,-0.1645,2022-08-29
572,0.7681,2022-08-02
912,-0.2486,2022-08-08
318,1.247,2022-08-30
204,0.5272,2022-08-28
340,0.8139,2022-08-08
169,1.373,2022-08-16
931,1.3719,2022-08-10
955,0.8902,2022-08-30
505,0.8862,2022-08-04
247,-0.0624,2022-08-12
236,0.5785,2022-08-06
292,-0.0721,2022-08-01
316,0.5771,2022-08-14
769,0.9116,2022-08-07
795,-0.1008,2022-08-18
718,0.3573,2022-08-29
329,0.4403,2022-08-27
712,0.4573,2022-08-25
772,-0.4524,2022-08-10
235,-0.0782,2022-08-19
296,-0.1051,2022-08-20
608,0.4176,2022-08-04
494,1.2549,2022-08-29
308,0.4995,2022-08-17
498,-0.2631,2022-08-13
971,-0.3819,2022-08-23
265,0.6593,2022-08-08
573,0.0603,2022-08-24
725,0.3446,2022-08-23
736,-0.1599,2022-08-25
810,0.8181,2022-08-08
913,0.3772,2022-08-17
382,0.7065,2022-08-30
495,1.3555,2022-08-28
120,0.566,2022-08-12
151,1.4352,2022-08-29
495,-0.3121,2022-08-02
991,0.1116,2022-08-13
196,0.3179,2022-08-08
105,0.4924,2022-08-06
284,0.875,2022-08-07
222,-0.4783,2022-08-03
627,-0.488,2022-08-26
731,0.3225,2022-08-16
690,0.1693,2022-08-27
854,-0.0031,2022-08-05
970,1.4445,2022-08-20
863,1.2835,2022-08-10
135,0.5962,2022-08-30
962,-0.328,2022-08-22
163,0.8285,2022-08-06
356,0.1517,2022-08-27
656,0.812,2022-08-29
913,0.2018,2022-08-20
583,0.6111,2022-08-10
206,-0.3818,2022-08-17
475,0.909,2022-08-26
391,-0.3469,2022-08-20
442,1.1137,2022-08-28
806,0.7577,2022-08-23
903,0.8436,2022-08-10
267,0.6577,2022-08-25
385,0.2333,2022-08-31
452,0.6993,2022-08-25
531,-0.4554,2022-08-21
674,-0.2468,2022-08-22
744,0.0464,2022-08-16
570,0.4931,2022-08-03
251,-0.0615,2022-08-26
788,0.9831,2022-08-07
641,0.3133,2022-08-06
119,-0.1805,2022-08-29
635,-0.3038,2022-08-31
198,0.6116,2022-08-09
959,-0.0271,2022-08-18
502,1.1136,2022-08-29
529,0.7979,2022-08-11
195,1.2277,2022-08-02
769,1.4382,2022-08-02
932,0.6978,2022-08-02
378,0.0904,2022-08-11
513,0.9982,2022-08-19
970,0.519,2022-08-05
806,1.0864,2022-08-01
887,0.7635,2022-08-17
558,0.8339,2022-08-09
336,0.553,2022-08-17
715,0.9362,2022-08-10
576,0.9776,2022-08-09
970,-0.4733,2022-08-16
269,0.6305,2022-08-22
143,1.3825,2022-08-05
633,0.1203,2022-08-12
331,-0.0283,2022-08-06
449,1.2746,2022-08-15
700,0.3259,2022-08-02
771,1.2809,2022-08-17
970,-0.4727,2022-08-26
765,0.0041,2022-08-08
213,0.6377,2022-08-18
652,1.293,2022-08-14
915,0.6574,2022-08-10
200,1.4808,2022-08-06
876,-0.0586,2022-08-30
736,0.2161,2022-08-19
768,1.3429,2022-08-26
191,-0.1363,2022-08-21
853,1.1055,2022-08-14
575,0.2981,2022-08-11
947,0.9233,2022-08-11
506,1.1421,2022-08-15
983,0.4024,2022-08-14
437,0.3864,2022-08-24
646,-0.2551,2022-08-01
933,-0.4688,2022-08-27
835,0.5141,2022-08-09
900,-0.0826,2022-08-27
928,1.1363,2022-08-21
469,-0.3819,2022-08-11
603,1.2557,2022-08-11
231,0.8371,2022-08-22
1000,1.2226,2022-08-10
834,-0.3212,2022-08-15
148,1.037,2022-08-22
153,1.3713,2022-08-19
805,0.4239,2022-08-01
487,0.7888,2022-08-13
561,0.989,2022-08-26
594,-0.4629,2022-08-23
111,0.1152,2022-08-05
290,1.2261,2022-08-31
277,0.5641,2022-08-21
345,1.0334,2022-08-05
445,0.5347,2022-08-19
549,0.5899,2022-08-16
309,0.978,2022-08-01
156,1.3654,2022-08-29
456,0.6068,2022-08-01
671,-0.4555,2022-08-31
206,1.2358,2022-08-29
538,0.2681,2022-08-20
206,0.4178,2022-08-04
446,0.9029,2022-08-23
997,0.5005,2022-08-15
685,0.0763,2022-08-02
908,-0.0126,2022-08-07
135,0.9744,2022-08-16
323,0.8021,2022-08-26
328,-0.2917,2022-08-05
242,0.4991,2022-08-11
676,0.4572,2022-08-28
590,1.3905,2022-08-05
215,1.4039,2022-08-05
995,0.5988,2022-08-19
530,0.0603,2022-08-27
194,0.062,2022-08-11
880,0.3611,2022-08-22
281,1.0891,2022-08-02
422,0.2789,2022-08-24
969,0.2263,2022-08-10
366,1.2885,2022-08-21
593,0.6297,2022-08-08
194,1.0318,2022-08-04
778,1.0669,2022-08-31
879,-0.2758,2022-08-10
487,0.2901,2022-08-08
164,0.2827,2022-08-06
233,0.4866,2022-08-24
130,1.2828,2022-08-15
313,-0.3156,2022-08-02
172,-0.1152,2022-08-01
892,0.3124,2022-08-17
446,1.1568,2022-08-27
705,0.8314,2022-08-07
147,0.2897,2022-08-26
335,0.3057,2022-08-10
610,1.4509,2022-08-28
159,-0.2069,2022-08-09
535,0.267,2022-08-22
389,0.5797,2022-08-28
611,0.8588,2022-08-27
403,1.4861,2022-08-26
795,-0.3502,2022-08-06
407,1.1631,2022-08-12
788,0.0929,2022-08-21
158,0.7704,2022-08-09
279,0.1508,2022-08-23
452,1.013,2022-08-25
765,-0.2283,2022-08-13
233,0.6057,2022-08-16
609,1.1273,2022-08-15
114,-0.4342,2022-08-04
422,0.7685,2022-08-22
660,0.8474,2022-08-09
951,1.1356,2022-08-07
198,-0.3341,2022-08-19
585,0.9585,2022-08-24
884,0.4494,2022-08-29
677,0.1785,2022-08-01
700,0.0502,2022-08-29
680,-0.0704,2022-08-13
813,0.9194,2022-08-26
869,-0.3938,2022-08-17
393,-0.468,2022-08-17
559,0.0476,2022-08-25
390,1.2351,2022-08-04
736,-0.2066,2022-08-13
248,1.4018,2022-08-23
857,1.0337,2022-08-10
708,-0.3116,2022-08-10
104,0.297,2022-08-21
325,0.0549,2022-08-03
217,0.9284,2022-08-05
801,0.0479,2022-08-28
274,1.1396,2022-08-11
295,0.3849,2022-08-21
547,1.435,2022-08-28
957,0.4723,2022-08-14
781,-0.473,2022-08-27
982,0.0972,2022-08-25
751,1.1051,2022-08-25
261,0.4174,2022-08-21
540,1.3828,2022-08-25
520,0.0351,2022-08-28
129,1.4408,2022-08-02
857,1.075,2022-08-07
565,0.1365,2022-08-31
699,0.971,2022-08-19
519,-0.4323,2022-08-04
829,0.4519,2022-08-07
929,1.0112,2022-08-28
377,1.0685,2022-08-13
775,0.4707,2022-08-28
540,-0.0401,2022-08-02
926,0.3406,2022-08-10
265,-0.4102,2022-08-29
782,0.4346,2022-08-02
275,-0.37,2022-08-10
967,0.6994,2022-08-07
454,0.2029,2022-08-28
946,0.2765,2022-08-04
271,1.1602,2022-08-11
671,-0.138,2022-08-20
288,0.612,2022-08-23
548,0.5586,2022-08-18
126,1.0992,2022-08-28
636,0.6243,2022-08-30
985,0.0077,2022-08-04
399,1.4012,2022-08-18
401,0.9279,2022-08-07
932,0.7112,2022-08-02
490,1.4489,2022-08-28
210,0.4392,2022-08-21
981,0.1642,2022-08-02
175,-0.4358,2022-08-28
814,0.6035,2022-08-02
598,0.2263,2022-08-22
879,0.1202,2022-08-29
167,0.8346,2022-08-25
955,0.2282,2022-08-05
120,0.4843,2022-08-13
654,0.9924,2022-08-10
602,1.3818,2022-08-21
613,-0.2651,2022-08-02
263,1.3873,2022-08-22
485,0.8575,2022-08-12
195,0.155,2022-08-24
761,-0.0004,2022-08-16
581,0.5603,2022-08-18
292,1.1528,2022-08-26
749,-0.3998,2022-08-26
346,-0.1243,2022-08-02
505,0.6414,2022-08-23
915,0.2077,2022-08-22
278,0.6042,2022-08-18
220,0.2021,2022-08-10
268,0.2572,2022-08-08
922,1.4964,2022-08-25
322,0.0617,2022-08-18
211,0.8327,2022-08-10
679,1.3248,2022-08-05
381,1.4596,2022-08-31
244,0.2993,2022-08-26
116,0.4146,2022-08-07
262,1.1571,2022-08-25
835,0.4435,2022-08-27
952,1.0355,2022-08-26
370,0.8164,2022-08-29
247,0.8038,2022-08-09
696,1.499,2022-08-21
535,0.5477,2022-08-15
146,0.8423,2022-08-17
629,1.2696,2022-08-18
484,0.6773,2022-08-30
336,-0.3893,2022-08-25
858,0.5458,2022-08-27
304,0.4874,2022-08-24
172,-0.3429,2022-08-02
726,-0.2081,2022-08-14
135,0.3505,2022-08-08
755,0.7394,2022-08-05
437,0.3858,2022-08-16
198,0.0205,2022-08-10
547,0.4719,2022-08-16
872,0.612,2022-08-19
646,0.5855,2022-08-17
198,0.1888,2022-08-14
225,0.629,2022-08-20
370,-0.4854,2022-08-17
514,0.8348,2022-08-01
386,0.9052,2022-08-14
248,1.015,2022-08-25
752,-0.3586,2022-08-01
631,0.0203,2022-08-12
403,0.5418,2022-08-31
792,0.1283,2022-08-19
565,0.509,2022-08-14
140,0.7316,2022-08-06
797,0.5898,2022-08-06
475,0.4642,2022-08-14
370,0.9186,2022-08-09
856,0.0453,2022-08-09
274,0.0337,2022-09-01
862,0.8714,2022-08-04
830,-0.0084,2022-08-04
978,-0.1851,2022-08-17
524,0.7051,2022-08-08
571,0.9848,2022-08-26
424,1.0643,2022-08-17
613,0.8008,2022-08-22
215,0.5308,2022-08-07
725,1.4729,2022-08-14
313,-0.3481,2022-08-24
471,0.858,2022-08-24
848,0.2226,2022-08-18
632,0.3664,2022-08-26
571,-0.1384,2022-08-24
474,0.8725,2022-08-01
247,1.2686,2022-08-16
740,0.1433,2022-08-03
347,-0.4065,2022-08-19
863,0.2469,2022-08-14
646,0.5675,2022-08-23
502,0.572,2022-08-15
479,0.8997,2022-08-03
167,-0.1485,2022-08-19
195,-0.128,2022-08-07
820,0.4103,2022-08-13
910,1.0309,2022-08-11
192,0.6817,2022-08-12
722,0.138,2022-08-31
165,1.2337,2022-08-01
104,0.1713,2022-08-19
978,1.02,2022-08-08
457,1.099,2022-08-11
425,-0.3612,2022-08-19
499,1.4096,2022-08-24
278,-0.2822,2022-08-18
832,1.4726,2022-08-06
222,1.2909,2022-08-31
471,0.2776,2022-08-17
808,-0.4224,2022-08-10
414,-0.1248,2022-08-18
941,0.4201,2022-08-05
221,0.2233,2022-08-09
339,0.4254,2022-08-05
184,0.7525,2022-08-16
148,-0.3159,2022-08-13
571,0.5768,2022-08-10
889,0.0714,2022-08-15
657,0.6139,2022-08-23
189,-0.433,2022-08-09
139,0.3497,2022-08-20
336,1.4079,2022-08-03
801,0.9336,2022-08-17
414,0.9883,2022-08-15
178,1.2101,2022-08-20
802,0.4233,2022-08-24
660,0.0424,2022-08-13
650,-0.266,2022-08-20
171,1.2365,2022-08-10
303,1.482,2022-08-28
577,0.5599,2022-08-13
662,-0.1397,2022-08-25
189,-0.3056,2022-08-24
779,0.2653,2022-08-28
722,0.8107,2022-08-18
989,0.8888,2022-08-20
785,0.1669,2022-08-15
599,0.2365,2022-08-08
469,1.3072,2022-08-06
949,0.1708,2022-08-23
249,-0.295,2022-08-08
801,-0.3499,2022-08-03
436,1.1647,2022-08-18
192,0.3989,2022-08-15
239,-0.0889,2022-08-14
687,0.6172,2022-08-10
983,-0.2519,2022-08-25
921,0.1955,2022-08-05
231,1.3334,2022-08-29
353,1.0625,2022-08-21
788,-0.0991,2022-08-05
996,1.479,2022-08-24
297,0.4151,2022-08-21
654,0.7779,2022-08-31
153,0.4193,2022-08-18
347,-0.0596,2022-08-31
934,0.0261,2022-08-18
897,0.9164,2022-09-01
939,0.7196,2022-08-29
249,-0.4967,2022-08-21
181,0.8815,2022-08-09
836,0.1286,2022-08-06
354,1.4228,2022-08-29
332,1.4479,2022-08-26
870,0.4977,2022-08-23
446,1.2918,2022-08-12
532,-0.3848,2022-08-11
724,-0.0711,2022-08-01
229,0.812,2022-08-18
474,0.4869,2022-08-13
264,0.4559,2022-08-06
227,0.8434,2022-08-21
991,0.9461,2022-08-01
606,-0.0948,2022-08-03
925,1.0459,2022-08-30
778,0.9709,2022-08-14
149,0.8305,2022-08-13
283,0.0733,2022-08-23
924,0.5226,2022-08-18
304,-0.358,2022-08-21
222,0.0331,2022-08-01
485,-0.2733,2022-08-13
326,1.1527,2022-08-31
747,0.5973,2022-08-22
420,-0.367,2022-08-12
990,1.1351,2022-08-06
317,-0.0861,2022-08-16
450,0.5359,2022-08-05
949,0.724,2022-08-04
772,0.1189,2022-08-19
749,-0.0555,2022-08-22
522,-0.3662,2022-08-16
237,1.0729,2022-08-23
796,1.3961,2022-08-27
180,1.4719,2022-08-26
717,0.5537,2022-08-10
690,-0.3527,2022-08-29
644,-0.2321,2022-08-31
854,-0.1712,2022-08-29
984,0.2582,2022-08-10
712,0.2908,2022-08-24
619,1.3145,2022-08-21
784,0.8117,2022-08-29
955,1.0767,2022-08-05
734,0.6796,2022-08-13
611,1.1439,2022-08-09
805,-0.026,2022-08-21
540,0.6135,2022-08-22
443,0.8032,2022-08-31
214,0.8053,2022-08-17
206,-0.3042,2022-08-01
490,0.7677,2022-08-14
154,1.1698,2022-08-23
485,1.3585,2022-08-01
357,0.7003,2022-08-14
962,0.0897,2022-08-31
441,0.9339,2022-08-18
257,0.8574,2022-08-02
747,0.7874,2022-08-03
306,-0.1117,2022-08-27
123,1.3399,2022-08-19
776,1.4743,2022-08-14
169,0.3739,2022-08-04
479,0.9305,2022-08-22
470,0.0075,2022-08-03
918,-0.2733,2022-08-22
390,0.0824,2022-08-19
371,1.3889,2022-08-23
558,0.4473,2022-08-26
752,1.3474,2022-08-14
901,0.6278,2022-08-23
357,0.9243,2022-08-09
976,0.3007,2022-08-16
462,-0.463,2022-08-21
519,1.3786,2022-08-16
687,-0.0946,2022-08-16
444,0.7143,2022-08-06
325,0.8957,2022-08-18
999,-0.3117,2022-08-03
798,1.3289,2022-08-09
498,-0.0393,2022-08-05
683,0.5537,2022-08-29
789,1.0599,2022-08-27
671,1.4802,2022-08-24
267,0.8471,2022-08-14
809,-0.4223,2022-08-17
887,0.9062,2022-08-24
677,0.7799,2022-08-26
892,0.8237,2022-08-25
390,-0.3233,2022-08-07
703,-0.0321,2022-08-23
600,-0.1854,2022-08-30
217,0.4187,2022-08-20
894,-0.391,2022-08-21
311,0.0206,2022-08-01
260,1.2685,2022-08-02
616,1.3755,2022-08-29
924,0.9813,2022-08-15
659,0.6549,2022-08-27
475,-0.0544,2022-08-09
485,0.3118,2022-08-06
301,-0.0743,2022-08-28
212,-0.0545,2022-08-04
311,0.1744,2022-08-28
682,0.0433,2022-08-30
817,1.3653,2022-08-16
790,0.8875,2022-08-21
362,-0.245,2022-08-01
203,-0.4676,2022-08-20
476,1.0564,2022-08-28
118,0.0595,2022-08-06
158,-0.1555,2022-08-30
527,-0.3349,2022-08-19
405,0.6098,2022-08-28
561,1.0969,2022-08-28
573,0.5024,2022-08-08
977,1.1208,2022-08-09
210,0.5237,2022-08-26
900,1.0754,2022-08-01
637,-0.0991,2022-08-24
678,0.8495,2022-08-09
272,0.6358,2022-08-03
711,1.1127,2022-08-17
380,0.1882,2022-08-08
212,0.2643,2022-08-08
964,0.923,2022-08-17
556,0.9078,2022-08-30
165,1.0645,2022-08-23
486,0.5661,2022-08-31
283,0.9939,2022-08-30
783,0.7988,2022-08-07
240,-0.3307,2022-08-30
929,1.038,2022-08-18
137,1.4935,2022-08-31
334,-0.1152,2022-08-02
985,0.6721,2022-08-27
508,-0.3501,2022-08-15
181,0.6262,2022-08-11
978,0.8556,2022-08-05
957,-0.0733,2022-08-26
375,0.7401,2022-08-29
278,-0.1798,2022-08-22
450,-0.492,2022-08-09
884,0.6215,2022-08-15
557,0.0265,2022-08-16
814,-0.104,2022-08-26
807,0.5263,2022-08-01
809,0.2551,2022-08-15
993,0.1225,2022-08-20
395,0.4229,2022-08-17
961,-0.408,2022-08-24
773,1.1954,2022-08-24
284,0.6109,2022-08-16
597,0.1414,2022-08-15
214,-0.2322,2022-08-13
370,1.1485,2022-08-20
671,0.4598,2022-08-16
633,0.7336,2022-08-31
988,0.5754,2022-08-24
750,-0.3195,2022-08-27
100,-0.2632,2022-08-24
137,-0.4857,2022-08-16
834,1.156,2022-08-29
811,0.4186,2022-08-28
979,1.1091,2022-08-05
661,0.6958,2022-08-18
130,0.4239,2022-08-27
549,0.3598,2022-08-10
309,1.2749,2022-08-05
934,-0.2987,2022-08-17
492,0.391,2022-08-10
633,0.3984,2022-08-26
373,0.3217,2022-08-24
183,0.7182,2022-08-24
497,1.4997,2022-08-20
761,0.0687,2022-08-17
525,0.0447,2022-08-15
399,0.651,2022-08-20
706,1.449,2022-08-30
130,-0.1681,2022-08-23
992,-0.2877,2022-08-23
650,1.0727,2022-08-29
471,0.6549,2022-08-15
658,0.7237,2022-08-20
120,0.6514,2022-08-22
973,1.0084,2022-08-29
422,-0.0886,2022-08-20
167,-0.4026,2022-08-09
897,1.1322,2022-08-21
210,-0.3548,2022-08-29
414,-0.4935,2022-08-17
778,0.4361,2022-08-23
563,0.4327,2022-08-31
951,0.2271,2022-08-16
558,1.4714,2022-08-04
939,0.3306,2022-08-10
510,0.4751,2022-08-08
863,0.946,2022-08-29
360,-0.4569,2022-08-15
627,-0.0628,2022-08-10
992,1.2493,2022-08-16
606,1.4104,2022-08-03
267,0.8761,2022-08-04
631,-0.0111,2022-08-20
177,0.7797,2022-08-01
742,1.2794,2022-08-03
105,0.283,2022-08-30
570,1.3419,2022-08-12
502,0.6863,2022-08-13
822,0.2272,2022-08-29
638,0.7337,2022-08-08
252,1.4883,2022-08-24
795,0.7641,2022-08-15
412,-0.473,2022-08-11
555,0.4356,2022-08-04
988,-0.0041,2022-08-14
762,0.3288,2022-08-24
961,1.0559,2022-08-08
458,0.4662,2022-08-21
788,1.0864,2022-08-04
437,0.1279,2022-08-26
829,-0.1901,2022-08-18
425,0.4598,2022-08-02
434,-0.4967,2022-08-21
726,1.1292,2022-08-27
889,0.1838,2022-08-05
868,0.0646,2022-08-03
127,-0.1924,2022-08-19
357,1.0833,2022-08-21
434,0.5867,2022-08-12
363,0.3125,2022-08-01
526,-0.1353,2022-08-27
913,0.7994,2022-08-21
105,1.2651,2022-08-25
517,0.8388,2022-08-17
451,-0.2972,2022-08-21
273,1.4279,2022-08-13
726,0.0426,2022-08-01
489,-0.3032,2022-08-07
795,-0.2965,2022-08-22
427,0.0663,2022-08-05
149,1.0838,2022-08-29
340,-0.3137,2022-08-06
622,1.3674,2022-08-17
674,0.5589,2022-08-25
959,1.4457,2022-08-12
297,0.2522,2022-08-29
705,1.3539,2022-08-10
797,0.0362,2022-08-13
531,0.8867,2022-08-07
235,-0.0872,2022-08-23
925,-0.3066,2022-08-01
269,0.5494,2022-08-13
334,1.4737,2022-08-05
304,0.0381,2022-08-27
925,0.6985,2022-08-30
200,-0.4195,2022-08-17
974,0.1784,2022-08-09
203,1.2814,2022-08-10
583,1.1194,2022-08-17
773,0.1696,2022-08-18
303,0.0653,2022-08-16
307,-0.2981,2022-08-12
828,1.0402,2022-08-14
972,0.8965,2022-08-07
675,0.3345,2022-08-25
202,0.6554,2022-08-10
304,0.7451,2022-08-29
761,1.207,2022-08-08
116,0.8386,2022-08-07
897,0.25,2022-08-25
886,-0.1753,2022-08-29
371,1.3188,2022-08-04
910,0.9145,2022-08-13
122,0.5325,2022-08-26
195,0.3384,2022-08-30
765,0.1125,2022-08-21
749,1.3245,2022-08-08
967,0.6539,2022-08-11
105,1.3857,2022-08-17
219,0.2517,2022-08-01
891,0.6298,2022-08-28
927,0.052,2022-08-03
778,1.2604,2022-08-27
155,1.2603,2022-08-07
871,1.0559,2022-08-31
761,-0.0741,2022-08-11
723,0.4656,2022-08-19
198,-0.0802,2022-08-21
679,0.4505,2022-08-02
864,0.2781,2022-08-24
169,-0.1237,2022-08-16
975,0.8959,2022-08-18
727,0.8185,2022-08-14
670,0.2567,2022-08-10
185,0.7749,2022-08-10
196,1.1188,2022-08-27
919,0.9944,2022-08-02
507,0.0799,2022-08-12
178,0.0697,2022-08-30
451,1.411,2022-08-16
255,-0.0412,2022-08-24
128,0.5763,2022-08-21
262,-0.3659,2022-08-25
906,0.1524,2022-08-26
877,0.5004,2022-08-21
124,1.4557,2022-08-26
540,1.3564,2022-08-20
186,0.4356,2022-08-25
794,-0.0812,2022-08-28
691,1.2504,2022-08-03
957,1.2958,2022-08-24
297,1.1956,2022-08-04
213,0.3194,2022-08-14
437,-0.0668,2022-08-06
829,1.0048,2022-08-20
749,0.8107,2022-08-10
246,0.3495,2022-08-05
300,0.9447,2022-08-04
944,0.1288,2022-08-27
958,1.1569,2022-08-05
938,0.367,2022-08-29
912,-0.1549,2022-08-23
785,0.0317,2022-08-15
816,0.4523,2022-08-08
363,0.6302,2022-08-16
958,0.4,2022-08-31
146,1.2126,2022-08-22
347,1.2254,2022-08-06
555,-0.1903,2022-08-10
616,-0.0651,2022-08-24
325,0.4472,2022-08-12
920,-0.4077,2022-08-02
768,-0.2361,2022-08-26
739,0.4017,2022-08-09
993,1.4097,2022-08-31
386,0.0476,2022-08-12
279,1.1755,2022-08-14
930,1.3995,2022-08-13
496,0.4461,2022-08-17
856,1.2752,2022-08-04
757,0.8157,2022-08-31
509,-0.3824,2022-08-15
820,1.1244,2022-08-09
437,-0.203,2022-08-23
122,0.5794,2022-08-09
753,0.1781,2022-08-10
609,1.1162,2022-08-30
647,0.9667,2022-08-29
751,1.1954,2022-08-29
350,0.9006,2022-08-29
590,0.3284,2022-08-03
537,-0.1121,2022-08-31
880,0.1857,2022-08-12
741,-0.3972,2022-08-15
523,1.1229,2022-08-20
964,1.378,2022-08-02
726,1.437,2022-08-10
231,-0.4954,2022-08-11
195,1.3711,2022-08-10
334,1.3632,2022-08-26
607,0.1365,2022-08-03
293,-0.1986,2022-08-05
884,0.4856,2022-08-07
412,1.0313,2022-08-06
931,0.7292,2022-08-22
312,-0.3739,2022-08-22
427,-0.1198,2022-08-12
424,-0.2027,2022-08-07
879,1.1537,2022-08-12
205,-0.3799,2022-08-02
728,-0.2954,2022-08-20
863,-0.4353,2022-08-19
262,-0.4623,2022-08-10
805,1.1062,2022-08-08
503,0.361,2022-08-05
467,0.8568,2022-08-18
121,-0.3185,2022-08-02
453,0.3273,2022-08-11
106,0.4706,2022-08-16
806,-0.3828,2022-08-13
544,1.3488,2022-08-26
936,1.0099,2022-08-11
276,1.2334,2022-08-21
676,-0.4544,2022-08-17
476,-0.1848,2022-08-24
805,0.1866,2022-08-05
486,-0.4952,2022-08-04
851,0.646,2022-08-31
155,0.9754,2022-08-14
